,ticker,activity_domain,market_cap,net_revenue,net_income,earnings_per_share,forward_earnings_per_share,price_earnings_ratio,forward_price_earnings_ratio,projected_earnings_growth,free_cash_flow,return_on_equity,dividend_payout_ratio,year_over_year_revenue_growth,price_to_free_cash_flow,stock_price,debt_to_equity_ratio,return_on_assets,return_on_investments,revenue_per_employee,price_to_earnings_growth,price_to_book_ratio
39,APH,Technology,51971346432,"[12623000000.0, 10876300000.0, 8598900000.0, 8225400000.0]","[1902300000.0, 1590800000.0, 1203400000.0, 1155000000.0]","[3.09, 3.19, 2.66, 2.02, 1.94]",3.2,28.252428,27.28125,1.0355987055016183,1581162496,[-1],0.27040002,"[-13.83743959439119, -20.93910612984195, -4.34357882985033, 52.726922167918886]",33.31335212524545,88.48,"[0.6525029933291522, 0.7616470961599492, 0.7180263328938328, 0.7961282917246099]","[0.12412078662682205, 0.10837693481578374, 0.09762072797774046, 0.10679117932596736]",[-1],"[138714.2857142857, 119519.78021978022, 94493.40659340659, 90389.01098901099]",4.56,6.9247246
40,ADI,Technology,94442078208,"[12013953000.0, 7318286000.0, 5603056000.0, 5991065000.0]","[2748561000.0, 1390422000.0, 1220761000.0, 1363011000.0]","[7.04, 5.29, 3.5, 3.31, 3.68]",10.03,26.754263,18.778666,1.424715909090909,3731869440,[-1],0.44599998,"[-39.08511211921672, -23.437591807699235, 6.924953097024196, 114.82251132311201]",25.728801958345038,191.49,"[0.1795849991511113, 0.17818957731230514, 0.4288319374692916, 0.46902646024643213]","[0.054640807039830146, 0.026574292137633466, 0.05686261933298594, 0.06371401268314651]","[22.476681522672447, 10.874906144412464, 14.075580255739142, 17.62726967047747]","[491368.2208588957, 299316.4008179959, 229163.8445807771, 245033.33333333334]",3.05,2.622419
41,ANSS,Technology,26401363968,"[2065553000.0, 1906715000.0, 1681297000.0, 1515892000.0]","[523710000.0, 454627000.0, 433887000.0, 451295000.0]","[6.4, 6.02, 5.22, 5.05, 5.36]",9.68,47.601562,31.472105,1.5125,541024384,[-1],0.0,"[-7.689853516225437, -11.822322685875971, -9.83794058991362, 43.32630556794284]",48.930190342622346,305.47,"[0.15486992922717938, 0.1680570769982837, 0.1947640141029295, 0.12264249015239856]","[0.07830656502109393, 0.07188558316364431, 0.07303769490909152, 0.09326421551071558]",[-1],"[368848.75, 340484.8214285714, 300231.60714285716, 270695.0]",3.63,5.3784223
42,AON,Financial Services,64349745152,"[12479000000.0, 12193000000.0, 11066000000.0, 11013000000.0]","[2589000000.0, 1255000000.0, 1969000000.0, 1532000000.0]","[12.59, 12.23, 5.59, 8.49, 6.42]",16.06,25.024622,19.617683,1.2756155679110404,2130749952,[-1],0.1785,"[-2.2918503085183106, -9.243008283441318, -0.47894451472980304, 16.898214691727958]",30.41714991436029,317.32,"[-21.669187145557657, 9.579641847313855, 2.4680972818311875, 2.454222222222222]","[0.07916462818003914, 0.03930719118015535, 0.06132810066654208, 0.0520999829960891]","[43.15, 19.609375, 26.60810810810811, 28.90566037735849]","[249580.0, 243860.0, 221320.0, 220260.0]",2.43,984.5625
43,APA,Energy,12921039872,"[11075000000.0, 7985000000.0, 4435000000.0, 6315000000.0]","[3604000000.0, 1135000000.0, -4784000000.0, -3515000000.0]","[6.37, 11.05, 2.6, -12.86, -9.43]",5.69,6.5729985,7.3585234,0.8932496075353219,-1,[-1],0.1177,"[-27.900677200902933, -44.45835942391985, 42.390078917700116, 42.771187838479804]",-1.0,41.66,"[12.891252955082741, -4.70846394984326, -5.352043929225137, 2.6316436251920123]","[0.2741309804518141, 0.08531910095467188, -0.3753334379413149, -0.19412381951731375]","[5.7756410256410255, 0.8315018315018315, -3.076527331189711, -2.7941176470588234]","[4872415.310162781, 3512978.4425868895, 1951165.8600967885, 2778266.608007039]",-5.07,18.13339
44,AAPL,Technology,2862466203648,"[394328000000.0, 365817000000.0, 274515000000.0, 260174000000.0]","[99803000000.0, 94680000000.0, 57411000000.0, 55256000000.0]","[5.89, 6.15, 5.67, 3.31, 2.9925]",6.59,30.898134,27.616085,1.1188455008488964,83796623360,[-1],0.1559,"[-7.230275303807996, -24.958380829759143, -5.2241225433947145, 48.01440891710932]",35.88277830252085,191.17,"[2.3695334701610355, 1.9768426058012363, 1.720809929750991, 1.1940478295464592]","[0.2829244092925685, 0.26974205275183616, 0.1772557180259843, 0.16323009842961633]","[0.8261495799014942, 0.7403989771420975, 0.5690624163668262, 0.5245440996383175]","[2404439.024390244, 2230591.463414634, 1673871.9512195121, 1586426.8292682928]",4.06,46.038452
45,AMAT,Technology,122317553664,"[25785000000.0, 23063000000.0, 17202000000.0, 14608000000.0]","[6525000000.0, 5888000000.0, 3619000000.0, 2706000000.0]","[7.59, 7.49, 6.47, 3.95, 2.89]",7.09,19.19104,20.54443,0.9341238471673254,4358499840,[-1],0.1372,"[-10.556525111498933, -25.41299917616962, -15.079641902104408, 82.35213669222344]",28.478377838481233,147.81,"[0.4475151713957684, 0.4451702457744754, 0.5150311968235961, 0.6468224981738495]","[0.24414427897927113, 0.22799612778315587, 0.1619022055205118, 0.14224137931034483]","[3.2954545454545454, 2.865206812652068, 2.3530559167750327, 1.5889606576629478]","[753947.3684210526, 674356.7251461989, 502982.4561403509, 427134.50292397663]",1.62,8.657355
46,APTV,Consumer Cyclical,28890040320,"[17489000000.0, 15618000000.0, 13066000000.0, 14357000000.0]","[594000000.0, 590000000.0, 1804000000.0, 990000000.0]","[2.24, 1.96, 1.95, 6.72, 3.85]",6.11,47.678574,17.479542,2.727678571428571,746000000,[-1],0.0,"[-10.698153124821316, -16.34012037392752, 9.880606153375172, 34.23416791808874]",39.73464574627346,109.58,"[0.7763426240652618, 0.5236611956391518, 0.5567362428842505, 1.228855721393035]","[0.027122049221496736, 0.032765035819403564, 0.10295628352927748, 0.07355672784010699]","[0.3447475333720255, 0.3283249860879243, 0.8970661362506216, 9.339622641509434]","[109306.25, 97612.5, 81662.5, 89731.25]",0.78,3.1546302
47,ACGL,Financial Services,28572293120,"[9599857000.0, 8925107000.0, 8294948000.0, 6783919000.0]","[1476933000.0, 2156849000.0, 1405521000.0, 1636319000.0]","[5.2, 3.9, 5.34, 3.38, 3.97]",7.34,14.753847,10.452316,1.4115384615384614,1731616000,[-1],0.0,"[-7.028750532429806, -7.06052039488154, -18.21625644910613, 73.77578051860584]",16.644461929850497,77.39,"[0.2111072493548255, 0.20112320366257055, 0.2301866504866592, 0.20490884394354153]","[0.030775524001027954, 0.04782270083254353, 0.03247334585777645, 0.04319132659181999]","[0.055495978068738024, 0.08376027722592792, 0.05823467423417472, 0.06814057875719323]","[1655147.7586206896, 1538811.551724138, 1430163.448275862, 1169641.2068965517]",0.63,2.0594316
48,ANET,Technology,55367630848,"[4381310000.0, 2948037000.0, 2317512000.0, 2410706000.0]","[1352446000.0, 840854000.0, 634557000.0, 859867000.0]","[4.75, 4.41, 2.74, 2.09, 2.82]",6.77,37.810528,26.528805,1.4252631578947368,578936256,[-1],0.0,"[-32.71334372596324, -21.38796087023331, 4.021295251114125, 118.30234960214973]",94.07732899367767,177.76,"[0.00899828483243345, 0.014207761524154225, 0.021804414131171033, 0.028680831012413782]","[0.19961094605344917, 0.14663255923126783, 0.133903322677598, 0.2054498015669165]","[34.26689976689977, 41.52980688497061, 76.32391147462113, 207.19686746987952]","[1212987.2646733113, 816178.5714285715, 641614.6179401993, 667415.8361018826]",2.89,9.485081
49,AJG,Financial Services,47307657216,"[8550600000.0, 8209400000.0, 7003600000.0, 7195000000.0]","[1114200000.0, 906800000.0, 818800000.0, 668800000.0]","[5.38, 5.3, 4.47, 4.29, 3.595815]",10.03,41.04275,22.014956,1.8643122676579924,-1,[-1],0.4141,"[-3.9903632493626175, -14.688040538894438, 2.732880233023017, 22.811671660875607]",-1.0,222.2,"[0.7015945579421672, 0.7748695406892012, 0.7865086806116841, 0.959674134419552]","[0.028636931412210406, 0.027194481931324038, 0.03666586062674082, 0.03406197160144234]",[-1],"[176515.7614417539, 169472.14136784954, 144580.0045416073, 148531.2029066287]",2.04,4.577417
50,AIZ,Financial Services,7535833600,"[10193000000.0, 10187600000.0, 9593400000.0, 10072500000.0]","[276600000.0, 1372400000.0, 441800000.0, 382600000.0]","[4.52, 5.09, 22.95, 7.02, 5.87]",13.95,31.367256,10.163441,3.086283185840708,-1,[-1],0.431,"[-0.05297753360149122, -5.832580784483097, 4.994058415160422, 4.988826527674361]",-1.0,141.69,"[0.5036772530564949, 0.4012058946754832, 0.37854958497160335, 0.3550275969431078]","[0.008350491187605287, 0.04047004703419194, 0.009894759002819714, 0.008638284806011127]",[-1],"[744014.598540146, 743620.4379562044, 700248.1751824818, 735218.9781021898]",0.88,1.6986353
51,T,Communication Services,100086005760,"[120741000000.0, 168864000000.0, 171760000000.0, 181193000000.0]","[-8524000000.0, 20081000000.0, -5176000000.0, 13903000000.0]","[-1.17, -1.13, 2.77, -0.75, 1.9]",2.28,-1.0,6.140351,-1.9487179487179487,13092374528,[-1],-1.0,"[39.85638681143936, 1.7149895774114081, 5.491965533302282, -32.976438992676314]",7.693746653050224,14.09,"[1.586451282051282, 1.2021499170334031, 1.109937961193273, 1.0039626318389325]","[-0.02115908284163206, 0.036403551707509856, -0.009844777379836085, 0.02518883016789534]","[-2.41268044155109, 2.7606543854825407, -2.9078651685393258, 3.762652232746955]","[751344.1194772868, 1050802.7380211574, 1068823.895457374, 1127523.335407592]",-13.87,0.9822493
52,ATO,Utilities,16943990784,"[4201662000.0, 3407490000.0, 2821137000.0, 2901848000.0]","[774398000.0, 665563000.0, 601443000.0, 511406000.0]","[5.76, 5.61, 5.12, 4.89, 4.36]",6.47,20.359373,18.125193,1.1232638888888888,405577504,[-1],0.49310002,"[-18.901377597722043, -17.20776876821355, 2.8609386924491793, 51.9839396136531]",42.15863147754862,118.34,"[0.8649529981183959, 0.9271227912773279, 0.6673256564411342, 0.6946455815713581]","[0.034893812636053664, 0.03394229550185525, 0.0391589131398385, 0.03825707480142874]","[8.065637628629755, 6.158571679729067, 5.785776127443436, 5.019542023693845]","[876990.6073888541, 711227.3011897308, 588840.9517845961, 605687.3304111876]",2.44,1.6292931
53,ADSK,Technology,43080753152,"[5005000000.0, 4386400000.0, 3790400000.0, 3274300000.0]","[823000000.0, 497000000.0, 1208200000.0, 214500000.0]","[3.86, 3.81, 2.26, 5.52, 0.98]",8.37,52.22021,24.08244,2.1683937823834194,1928375040,[-1],0.0,"[-12.35964035964036, -13.587452124749225, -13.615977205571973, 55.880646244998935]",22.456815309121613,202.62,"[2.3283842794759826, 3.603815804969968, 2.1798032107716208, -18.29331416247304]","[0.08720067810976902, 0.057745038806525074, 0.16596609796972445, 0.034712669719871185]",[-1],"[365328.4671532847, 320175.18248175184, 276671.5328467153, 239000.0]",1.94,48.08445
54,AZO,Consumer Cyclical,44500172800,"[16252230000.0, 14629585000.0, 12631967000.0, 11863743000.0]","[2429604000.0, 2170314000.0, 1732972000.0, 1617221000.0]","[126.81, 120.83, 97.6, 73.62, 64.78]",146.08,19.32805,16.778408,1.1519596246352812,1699578368,[-1],0.0,"[-9.984137561430032, -13.654645705944496, -6.0815865019280055, 44.262612027249745]",26.460388674469172,2476.95,"[-0.8019335315674615, -1.4646950047175689, -2.8218962455736314, -3.070622825438151]","[0.15905709725334324, 0.14950979936276707, 0.12014610223939869, 0.16342312225259054]",[-1],"[234047.0910138249, 210679.50748847926, 181911.96716589862, 170848.83352534563]",1.9,-1.0
55,AVB,Real Estate,26248517632,"[2593446000.0, 2294850000.0, 2301261000.0, 2324626000.0]","[1136775000.0, 1004299000.0, 827630000.0, 785974000.0]","[7.31, 8.13, 7.19, 5.89, 5.64]",5.09,25.28728,36.316307,0.6963064295485636,-1,[-1],0.72730005,"[-11.51348437561453, 0.2793646643571475, 1.0153129088790884, 16.826494756575897]",-1.0,184.39,"[0.7389706166576903, 0.7411943719860428, 0.7035169817750345, 0.6638906778567593]","[0.05556692314956806, 0.05046217428425341, 0.04310765104944262, 0.041105167283953165]","[5.360022443937308, 4.641152548639031, 4.084802479616212, 4.7403230281171975]","[907116.4742917104, 802675.7607555089, 804918.1532004197, 813090.5911157747]",-3.84,2.218848
56,AVY,Consumer Cyclical,14936350720,"[9039300000.0, 8408300000.0, 6971500000.0, 7070100000.0]","[757100000.0, 740100000.0, 555900000.0, 303600000.0]","[6.93, 9.28, 8.938883, 6.664052, 3.641736]",9.92,26.698414,18.65121,1.4314574314574315,414950016,[-1],0.4409,"[-6.9806290310090375, -17.087877454420035, 1.4143297712113605, 20.203393106179547]",36.022779111400254,185.16,"[1.5264737722665092, 1.6133340261899813, 1.4112940862724181, 1.6108803986710964]","[0.09522671530092447, 0.09284208941743188, 0.09114758399055567, 0.055312636641888936]",[-1],"[3117000.0, 2899413.793103448, 2403965.5172413792, 2437965.5172413792]",2.92,7.4046507
57,BKR,Energy,36111409152,"[21156000000.0, 20536000000.0, 20705000000.0, 23838000000.0]","[-601000000.0, -219000000.0, -9940000000.0, 128000000.0]","[1.15, -0.61, -0.27, -14.73, 0.23]",2.03,30.886957,17.497538,1.7652173913043478,1971750016,[-1],0.6522,"[-2.930610701455852, 0.8229450720685625, 15.131610722047814, -2.24012296333585]",18.254860726523255,35.65,"[0.45831325301204817, 0.40170787053624746, 0.418429996710887, 0.1919475926838459]","[-0.017582867675024136, -0.006195541473350685, -0.26137260057849065, 0.002398396072626431]",[-1],"[371157.8947368421, 360280.70175438595, 363245.6140350877, 418210.5263157895]",0.54,2.3697379
58,BALL,Consumer Cyclical,18187165696,"[15349000000.0, 13811000000.0, 11781000000.0, 11474000000.0]","[719000000.0, 878000000.0, 585000000.0, 566000000.0]","[1.44, 2.27, 2.69, 1.79, 1.71]",3.45,40.152775,16.75942,2.3958333333333335,-235624992,[-1],0.5556,"[-10.020196755488957, -14.69842878864673, -2.6058908411849586, 26.84330123758062]",-78.85560102215304,59.07,"[2.537000283527077, 2.0995929443690637, 2.3374288282888824, 2.5892679695263334]","[0.036114320156713044, 0.04453687734604849, 0.03205128205128205, 0.0326036866359447]","[3.7253886010362693, 4.771739130434782, 1.8224299065420562, 1.9450171821305842]","[730904.7619047619, 657666.6666666666, 561000.0, 546380.9523809524]",6.29,4.747126
59,BAC,Financial Services,248946425856,"[94950000000.0, 89113000000.0, 85528000000.0, 91244000000.0]","[27528000000.0, 31978000000.0, 17894000000.0, 27430000000.0]","[3.48, 3.21, 3.6, 1.88, 2.77]",3.01,8.994252,10.398671,0.8649425287356322,-1,[-1],0.2529,"[-6.147446024223275, -4.022982056490075, 6.683191469460294, 5.6979075709087725]",-1.0,31.41,"[1.1087749865481686, 1.1251694030348136, 1.0341890049977283, 1.0009440731090216]","[0.00902348505559041, 0.01008786264001807, 0.006346229483545164, 0.011269149440096233]","[0.023764407085467436, 0.026004568567959685, 0.020248861609769787, 0.0390727939113106]","[439583.3333333333, 412560.18518518517, 395962.962962963, 422425.9259259259]",2.86,0.97656864
60,BBWI,Consumer Cyclical,8696367104,"[7560000000.0, 7881513000.0, 11846891000.0, 12914000000.0]","[800000000.0, 1333480000.0, 844450000.0, -366000000.0]","[3.11, 3.45, 4.96, 3.04, -1.33]",3.56,12.215435,10.671349,1.144694533762058,613625024,[-1],0.2572,"[4.25281746031746, 50.312395602214956, 9.007502474699901, -41.87703366888648]",13.858758146082385,37.15,"[-2.745124716553288, -3.961133069828722, -14.282477341389727, -6.056037358238826]","[0.1456133964324718, 0.22128775307002987, 0.07297986345173278, -0.03614814814814815]",[-1],"[859090.9090909091, 895626.4772727273, 1346237.6136363635, 1467500.0]",1.63,-1.0
61,BAX,Healthcare,22216931328,"[15113000000.0, 12784000000.0, 11673000000.0, 11362000000.0]","[-2433000000.0, 1284000000.0, 1102000000.0, 1001000000.0]","[-4.93, -4.83, 2.56, 2.17, 1.97]",3.09,-1.0,14.213592,-0.6267748478701826,1140875008,[-1],-1.0,"[-15.410573678290213, -8.69055068836045, -2.664267968816928, 33.6120373173737]",19.482457009839237,43.94,"[2.950968626778673, 2.017186295031398, 0.7830590401657268, 0.7562801319462066]","[-0.08601124191324637, 0.038304346529041494, 0.05504770468055348, 0.05502116198537899]","[-9.850202429149798, 8.337662337662337, 8.162962962962963, 13.171052631578947]","[251883.33333333334, 213066.66666666666, 194550.0, 189366.66666666666]",3.69,3.993453
62,BDX,Healthcare,76908429312,"[18870000000.0, 20248000000.0, 17117000000.0, 17290000000.0]","[1779000000.0, 2092000000.0, 874000000.0, 1220000000.0]","[5.44, 5.93, 6.92, 2.75, 3.96]",13.6,49.777576,19.91103,2.4999999999999996,1928499968,[-1],0.65440005,"[7.30259671436142, -15.463255630185696, 1.0106911257813869, 10.156163331405436]",39.57212025714693,268.7,"[0.634955140113039, 0.7437597668623559, 0.7541955835962145, 0.9156159984889267]","[0.03360788906940718, 0.03883711432072179, 0.016181589276457083, 0.0235330427066857]",[-1],"[245064.93506493507, 262961.038961039, 222298.7012987013, 224545.45454545456]",2.23,3.0288355
63,WRB,Financial Services,15940301824,"[11217429000.0, 9481191000.0, 8098562000.0, 7932911000.0]","[1381062000.0, 1022490000.0, 530670000.0, 681944000.0]","[4.54, 4.99, 3.69, 1.89, 2.386667]",5.68,13.634361,10.897888,1.251101321585903,-1,[-1],0.090299994,"[-15.478038684265352, -14.58286200541683, -2.045437202308262, 46.593343704473675]",-1.0,62.34,"[0.42042892969699774, 0.49106607519512596, 0.4318522431855729, 0.4323136413386208]","[0.040786094981737006, 0.031866758310853935, 0.01855041122402826, 0.025595204941346136]","[0.07004254551280481, 0.05460991794172058, 0.035082119740913124, 0.04527462109266856]","[1370318.7148790618, 1158220.2540923527, 989318.5927192768, 969082.7021744442]",1.48,2.3402646
64,BRK.B,n/a,-1,[-1],[-1],[-1],-1.0,-1.0,-1.0,-1.0,-1,[-1],-1.0,[-1],-1.0,-1.0,[-1],[-1],[-1],[-1],-1.0,-1.0
65,BBY,Consumer Cyclical,17419784192,"[46298000000.0, 51761000000.0, 47262000000.0, 43638000000.0]","[1419000000.0, 2454000000.0, 1798000000.0, 1541000000.0]","[5.91, 6.31, 9.94, 6.93, 5.82]",6.85,13.507615,11.654015,1.159052453468697,1663500032,[-1],0.6024,"[11.799645773035552, -8.691872259036726, -7.667893868223944, 3.3915421238370227]",10.665907255287628,81.31,"[1.4232558139534883, 1.3039735099337748, 0.8899062568127316, 1.1695889623455016]","[0.08979307726381067, 0.1401965265082267, 0.09429905071589657, 0.09883907382464242]",[-1],"[886934.8659003831, 991590.0383141763, 905402.2988505748, 835977.0114942528]",3.93,6.245013
66,BIO,Healthcare,11463999488,"[2802249000.0, 2922545000.0, 2545626000.0, 2311659000.0]","[-3627535000.0, 4245902000.0, 3806267000.0, 1758675000.0]","[-7.02, -121.79, 142.61, 128.13, 58.93]",15.91,-1.0,25.14142,-2.2663817663817665,217136000,[-1],0.0,"[4.292837645762386, -12.896944272885447, -9.190941638716764, 19.785916521424657]",44.38237915407855,401.8,"[0.12461254265618832, 0.0008050700315077031, 0.0014226807045386914, 0.07641123276450607]","[-0.26867314004064385, 0.23885862770132082, 0.2934077762869453, 0.21959120518915365]","[-0.41077786932509197, 0.29512061091793523, 0.39809761179106257, 0.3791714682727478]","[341737.68292682926, 356407.9268292683, 310442.1951219512, 281909.6341463415]",1.66,1.3900956
67,TECH,Healthcare,12936597504,"[1105599000.0, 931032000.0, 738691000.0]","[272051000.0, 140410000.0, 229296000.0]","[1.68, 1.7325, 0.905, 1.5]",2.4,48.910713,34.2375,1.4285714285714286,225200000,[-1],0.1908,"[-15.789359433212221, -20.658903238556782, 52.10825419559735]",56.63397301030196,81.01,"[0.19163368138124914, 0.26765841370540605, 0.31387815741765085]","[0.11855081368569442, 0.06204713567248516, 0.11308800748080602]",[-1],"[368533.0, 310344.0, 246230.33333333334]",3.84,6.8417983
